Unnamed: 0	clicked_news	category	subcategory	title
520467	N3264	okonomi_nyheter	No subcategory	Nå er denne bygården solgt
520762	N3266	nordtrondelag_nyheter	No subcategory	Vogntog kjørte seg fast på E6
521239	N3269	sortrondelag_nyheter	No subcategory	Pasient forteller om himmel og helvete på Brøset
521753	N3270	No category	No subcategory	Nidarosdomen har hovedrollen i norsk variant av «Da Vinci-koden»
522362	N3272	pluss	magasin	Se Innherredsveien for 50 år siden
522427	N3273	pluss	magasin	Slik så Nedre Bakklandet ut for hundre år siden
522499	N3274	pluss	magasin	Kristiansensbakken 1935 og 2016
522548	N3275	pluss	magasin	Fjordgata 1963 og 2016
522662	N3276	trondheim_nyheter	No subcategory	Roar ble satt ut da han fikk se piggdekk-gebyret
522752	N3277	pluss	magasin	Se Torvet i 1960
523174	N3278	trondheim_nyheter	No subcategory	Meglere bommet med millioner
524092	N3281	No category	No subcategory	Mette og mannen snudde i døra på visning
524427	N3282	trondheim_nyheter	No subcategory	Åpner treningssentre et steinkast fra hverandre
524768	N3285	trondheim_nyheter	No subcategory	Tysklandsbrigaden - en tropp i bevegelse
524932	N3286	forbruker	fritid	Se de flotte kattene som besøkte Trondheim
524948	N3287	nordtrondelag_nyheter	No subcategory	- Vi storgråt da vi fant dem
525522	N3290	trondheim_nyheter	No subcategory	Dette kan du ikke gjøre i romjula
525719	N3291	No category	No subcategory	Nå kommer fasiten - slik gikk det med boligprisene i 2016
526011	N3292	meninger	ordetfritt	Ikke ødelegg byen, dere som bestemmer. Og det handler virkelig ikke om at Anne B. Ragde mister utsikten sin. Dette er større enn som så
526078	N3293	pluss	nyheter	250 superbusser i døgnet gjennom boligstrøk på Heimdal
526120	N3294	trondheim_nyheter	No subcategory	- Det er i engelsk stil
526169	N3295	trondheim_nyheter	No subcategory	Første i Norge med nytt hjerte
526189	N3296	No category	No subcategory	Dette Iphone-trikset bør alle prøve
526603	N3298	okonomi_nyheter	No subcategory	Kjøp restemat til gi-bort pris
527108	N3303	trondheim_nyheter	No subcategory	Tor Olav Mørseth blir ny sjefredaktør i Adresseavisen
527205	N3304	okonomi_nyheter	No subcategory	Disse to tjener mest i Trøndelag
527892	N3306	trondheim_nyheter	No subcategory	Borettslag i Trondheim vil fjerne umerkede katter
527940	N3307	pluss	meninger	Vil ha campus på Kalvskinnet
528218	N3308	No category	No subcategory	Har du plassert røykvarsleren riktig?
528683	N3309	No category	No subcategory	Han fikk tilbake flypassasjeravgiften
528971	N3311	No category	No subcategory	Ti ting i boden det er på tide å bli kvitt
530610	N3312	utenriks_nyheter	No subcategory	Kilopris for Tokyos dyreste tunfisk: 25.000 kroner
531413	N3315	trondheim_nyheter	No subcategory	Tre personer pågrepet etter innbrudd i bil og arbeidsbrakker
532708	N3316	pluss	nyheter	Flytter inn i desember - våren 2018 skal de ut igjen
533291	N3317	pluss	nyheter	- Det er gjort en for dårlig jobb og nå må vi løse det
533726	N3318	trondheim_nyheter	No subcategory	Mann pågrepet og tyvegods funnet etter innbrudd i Midtbyen og Byåsen
534006	N3320	sortrondelag_nyheter	No subcategory	Ni ting du må vite om Stor-Trøndelag
534080	N3321	No category	No subcategory	De vil slå sammen Trøndelag fra 2018
534451	N3322	sortrondelag_nyheter	No subcategory	Adresseavisen er forsinket torsdag
535453	N3325	100sport	ballsport	En misfornøyd Thorir ga håndballjentene en utfordring i pausen
536950	N3328	100sport	sprek	- Vi var åtte stykker som lå på rom sammen. Etter det jeg vet, er det bare jeg som lever i dag
537236	N3329	trondheim_nyheter	No subcategory	Kreftscanner kan bli stående ubrukt
537260	N3330	100sport	sprek	Ernæringsråd etter «urovekkende» rapport: - Drikk mer melk
537687	N3331	trondheim_nyheter	No subcategory	Lennarts bankkort ble stjålet - så knyttet tyven kortet til en betalingsapp
537785	N3332	trondheim_nyheter	No subcategory	Merker dørene med blyant - politiet frykter innbrudd
537978	N3333	pluss	nyheter	Nå blir det slutt på røyking på innebygde uteserveringer
538594	N3334	No category	No subcategory	Syv tips for å skape vårstemning inne
538970	N3335	No category	No subcategory	Familien har godt med boltreplass – 60 meter strandlinje, 300 kvm hus og stor hage
539118	N3336	pluss	nyheter	– Jeg er skuffet over at de får lure systemet
539215	N3338	No category	No subcategory	- Jeg synes 50/50 livet er helt topp
539475	N3340	No category	No subcategory	Dette elektriske arbeidet kan du gjøre selv
539774	N3343	No category	No subcategory	Så stor kan håndbagasjen din være
539979	N3344	No category	No subcategory	Verdens ti verste flyplasser
540414	N3345	sortrondelag_nyheter	No subcategory	Selger Tesla og hus og flytter til Trondheim
540602	N3347	No category	No subcategory	Vinterens laveste temperatur 31 steder i Trøndelag
540671	N3348	pluss	nyheter	Krever røykestopp på innebygde uteserveringer
541270	N3352	No category	No subcategory	Dette er ADHD, og dette er mytene
542143	N3353	nordtrondelag_nyheter	No subcategory	Tjener fett på andres gjeld
542263	N3355	trondheim_nyheter	No subcategory	Kaffebrenneriet vil åpne flere kaffebarer i Trondheim
542312	N3356	trondheim_nyheter	No subcategory	Her herjer hundene med rådyrkalven
542996	N3358	okonomi_nyheter	No subcategory	Wayne’s Coffee i Midtbyen er konkurs
543001	N3359	No category	No subcategory	Minneord: Terje Bostad (Bosse)
543014	N3360	innenriks_nyheter	No subcategory	Feirer jul på ei øy i ishavet
544006	N3361	pluss	okonomi	Det første året koster babyen nesten 50 000 kroner
544160	N3362	trondheim_nyheter	No subcategory	Advarer mot BMW-raid i Trondheim
544175	N3363	trondheim_nyheter	No subcategory	Her står bilistene i kø for billig drivstoff
544386	N3364	utenriks_nyheter	No subcategory	Danskene vil ikke ha høyere pensjonsalder
544634	N3365	pluss	magasin	Se Bybrua og Bakklandet for 30 år siden
544649	N3366	nordtrondelag_nyheter	No subcategory	Trøndersk Høyre-topp mener ulveopprøret kan felle Erna
544712	N3367	innenriks_nyheter	No subcategory	Kommunale ulvejegere sier opp i protest
545100	N3368	pluss	magasin	Før og nå: Nedre Bakklandet 1968 og 2016
545132	N3369	pluss	magasin	Før og nå: Da det var hus på Marinen
545204	N3370	okonomi_nyheter	No subcategory	Har solgt dette prosjektet for 680 millioner kroner
545255	N3371	pluss	magasin	Før og nå: Nordre gate for 70 år siden
545346	N3372	pluss	magasin	Se Nedre Elvehavn i 1977 og 2016
545893	N3374	nordtrondelag_nyheter	No subcategory	Agdestein på topp for Høyre i Nord-Trøndelag
546260	N3377	No category	No subcategory	- Jeg bruker å si at vi har en hel flystripe i denne etasjen, for det er nesten sånn det føles
546310	N3378	No category	No subcategory	Camilla har klart kunststykket å gjøre et sort/hvitt hjem både personlig, varmt og stilrent.
546819	N3380	sortrondelag_nyheter	No subcategory	Snart etableres nye fotobokser i Sør-Trøndelag
547619	N3383	No category	No subcategory	En telefon uten knapper? Vi trodde knapt det var mulig
547776	N3384	okonomi_nyheter	No subcategory	Brannstasjonen får enda en ny leietaker
548072	N3387	okonomi_nyheter	No subcategory	Får toppjobb for skogeierne
548458	N3389	No category	No subcategory	Bomskudd fra Omdal
548468	N3390	pluss	nyheter	Dette er Sluppen-alternativet
548726	N3392	pluss	kultur	Svært langt unna bunnivå
548952	N3393	trondheim_nyheter	No subcategory	Lover 5000 kroner i dusør til den som finner Coco
549216	N3395	pluss	okonomi	Nå skal flere fylkesveier utbedres i Sør-Trøndelag
549564	N3397	No category	No subcategory	Josefine Pettersen blir popstjerne på Trøndelag Teater
549769	N3398	No category	No subcategory	Fyller du vaskemaskinen full når du vasker?
549771	N3399	pluss	nyheter	Knutepunkttrøbbel for superbussprosjektet
549803	N3400	pluss	nyheter	- Innføring av superbusser fra 2019 er et risikoprosjekt
549827	N3401	No category	No subcategory	- Det kan være utfordrende å gå fra «all-inclusive» i Syden til flatseng i gymsal
550260	N3404	No category	No subcategory	Har solgt selskaper verdt tre milliarder
550331	N3405	No category	No subcategory	Fødte med nåler for 18 år siden
550535	N3406	nordtrondelag_nyheter	No subcategory	Jordskjelv i Nord-Trøndelag
550698	N3407	innenriks_nyheter	No subcategory	3.460 asylsøkere til Norge i fjor – rekordmange får bli
551127	N3408	sortrondelag_nyheter	No subcategory	- Ikke samsvar mellom siktedes forklaring og obduksjonsrapporten
551241	N3409	100sport	vintersport	Syk Bø må stå over verdenscuprenn
551402	N3412	100sport	fotball	Rosenborg ønsker å hente denne treneren
552008	N3414	100sport	fotball	Molde prøver å kjøpe Ranheim-keeper
552586	N3418	No category	No subcategory	Derfor er det bra at barnet ditt er sta
553193	N3420	No category	No subcategory	Brent kledning og fantastisk utsikt – et hus som skiller seg ut
553241	N3421	pluss	meninger	Er Brøset-prosjektet virkelig et tapsprosjekt?
553405	N3422	No category	No subcategory	Slik sikrer du deg rimelige flybilletter
553618	N3423	trondheim_nyheter	No subcategory	Første beboer i «Trondheims Dubai»
553708	N3424	100sport	fotball	Horvath forlater Molde: Nærmer seg Champions League-klubb
554011	N3426	trondheim_nyheter	No subcategory	Strømtabbe ved Lade Arena: - Dette kan være veldig farlig
554017	N3427	100sport	andreidretter	Norsk ekspert om russisk doping: – Tror de kan bli tvunget til å innrømme mer
554092	N3428	100sport	vintersport	Dette er godbitene du må få med deg fra sportens verden denne uken
554117	N3429	innenriks_nyheter	No subcategory	Slik slites stier i marka av sykling og ridning
554193	N3430	No category	No subcategory	Astrid S nominert i to kategorier
554267	N3431	No category	No subcategory	Lar du glassene stå for lenge i oppvaskmaskinen?
554270	N3432	nordtrondelag_nyheter	No subcategory	– Det klirret i glassene
554318	N3433	No category	No subcategory	I morgen kommer det et voldsomt væromslag i Trøndelag
554432	N3434	forbruker	hjem	Før det kan bygges på denne boligtomta må det kjøres bort 1900 billass med myr
554484	N3435	sortrondelag_nyheter	No subcategory	Her er jordskjelvene i Midt-Norge
554551	N3436	pluss	magasin	Historiske trondheimsbilder: Her tar Tyholttårnet form
554670	N3437	okonomi_nyheter	No subcategory	30 ansatte mister jobben i Q-Free
554736	N3438	trondheim_nyheter	No subcategory	Ønsker du å bestille hjelp til julevasken? Da kan du være for sent ute
555055	N3440	pluss	nyheter	Flyktningbarn får glede av Marits midtlivskrise
555256	N3442	sport	ishockey	- Han er et beist
555498	N3444	nordtrondelag_nyheter	No subcategory	Rykket ut etter melding om tyvlånt bil
555709	N3445	pluss	nyheter	Baby fikk kokende vann over foten, kommunen uinteressert
555927	N3446	okonomi_nyheter	No subcategory	Millionkontrakt til trøndersk elektronikkbedrift
555968	N3447	okonomi_nyheter	No subcategory	Gartneri på Lade gjenåpnes
556507	N3449	trondheim_nyheter	No subcategory	- Vi bor på ei ganske tykk jordskorpe i Trøndelag
556514	N3450	pluss	kultur	Sterk fantasy for ungdom
556590	N3451	trondheim_nyheter	No subcategory	- Ristet så kraftig at tv-en falt ned
557017	N3453	pluss	kultur	Dette er høstens store teaterbegivenhet
557113	N3454	pluss	kultur	En kraftprestasjon
557203	N3455	trondheim_nyheter	No subcategory	Joe Cocker: - It's good
557217	N3456	pluss	kultur	Dette ville vært fryktelig dårlig teater, om det ikke hadde vært så bra
557390	N3457	No category	No subcategory	Fire Hedda-nominasjoner til Trøndelag Teater
557493	N3458	pluss	kultur	Heroisk overspill i historisk drama
557561	N3459	No category	No subcategory	Mange drømmer om å bo i en borg. De færreste bygger en selv
557919	N3460	No category	No subcategory	Hytta hans er som et eventyrslott
557997	N3461	pluss	nyheter	Vil kjøre turister i busser uten sjåfør i Trondheim
558394	N3463	pluss	magasin	Se bilder fra trondheimsskolene i gamle dager
558453	N3464	pluss	magasin	Trondheim før og nå - Del 4
558618	N3465	utenriks_nyheter	No subcategory	En av Sør-Afrikas eldste vingårder rammet av brann
558670	N3466	pluss	nyheter	Sengekapasiteten ved St. Olav er sprengt
559002	N3468	nordtrondelag_nyheter	No subcategory	Snåsa kommune brøt loven da eldre pasient døde
559047	N3469	100sport	fotball	I år stiller ikke Start lag i 16-årsserien
559185	N3471	nordtrondelag_nyheter	No subcategory	Slukket brann i bolig på Røros
559270	N3472	100sport	fotball	Her trener TV 2-profilen med Rosenborg
559311	N3473	100sport	idrettspolitikk	Norsk Tipping deler ut 448 millioner. Se hvor mye din klubb får.
559459	N3475	trondheim_nyheter	No subcategory	Takstein falt ned på fortau
559740	N3476	pluss	magasin	Historiske trondheimsbilder: Her blir Byåsveien til
559892	N3477	pluss	magasin	Trondheim før og nå
559906	N3478	trondheim_nyheter	No subcategory	Person funnet død på Strinda
560691	N3479	pluss	magasin	Historiske bilder: Juletretrenning på Torvet
561153	N3481	trondheim_nyheter	No subcategory	Episenteret var like ved Heggstadmoen
561997	N3484	trondheim_nyheter	No subcategory	Få hjelp til din egen «Hvem tror du at du er?»-jakt
562245	N3485	pluss	nyheter	- Tippoldemor levde i en jordhytte
562271	N3486	100sport	vintersport	Hva gikk galt for Trondheims VM-komite?
562470	N3487	trondheim_nyheter	No subcategory	Kollisjon i Okstadbakken
562849	N3489	100sport	fotball	Derfor er ikke en Molde-overgang aktuelt for Eikrem
563698	N3492	pluss	nyheter	Tenåringsforeldre over hele landet takker pappa Jørn Are
565087	N3494	trondheim_nyheter	No subcategory	Jordskjelv i Trondheim | #adressa
565255	N3495	pluss	nyheter	Spennende jakt på slektninger
565747	N3496	nordtrondelag_nyheter	No subcategory	Dette er appen som lar deg ha kjøleskapet i lomma
566408	N3497	trondheim_nyheter	No subcategory	Trond Andresen kastet ut av nettforum
566603	N3498	kuriosa_nyheter	No subcategory	- Han spiste pepperkjeks og lekte med ungene
567249	N3500	trondheim_nyheter	No subcategory	- Bedre med litt lår og rumpe enn modelltynne kropper
567813	N3502	No category	No subcategory	29 graders forskjell på Oppdal og Røros i morges
569155	N3507	moreromsdal_nyheter	No subcategory	Døde mest sannsynlig av naturlige årsaker
569180	N3508	pluss	kultur	«Eminent, menneskelig drama i Oscar-klasse»
569416	N3510	utenriks_nyheter	No subcategory	To drept i eksplosjon i Izmir
569948	N3512	pluss	magasin	Slik ble «The World» bygget
569998	N3513	100sport	fotball	Bruttern vil ha dansk stortalent som sin nye midtstopper
570198	N3514	trondheim_nyheter	No subcategory	Målt til 177 kilometer i timen i Okstadbakken
570345	N3515	No category	No subcategory	Flytter alle asylsøkerne fra Stav etter bekymringsmeldinger
570766	N3517	okonomi_nyheter	No subcategory	Selger livsverket sitt
571290	N3518	pluss	nyheter	16 kamera følger med deg på Torget
571346	N3519	100sport	fotball	Nå er Thomas (5 md.) viktigst for Gøril Kringen
571584	N3520	trondheim_nyheter	No subcategory	Klarer du disse typiske ordene fra Trondheim?
571689	N3521	No category	No subcategory	Oppdal - Bowling
571698	N3522	No category	No subcategory	Nedalshytta
572241	N3524	okonomi_nyheter	No subcategory	Nå skal det koste 10 kroner å ta ut penger fra disse minibankene
572351	N3525	utenriks_nyheter	No subcategory	- Akkurat hva jeg advarte mot
572540	N3526	No category	No subcategory	Norske verdier
572840	N3527	pluss	kultur	At åpningsfilmen på Kosmorama ikke fikk Oscar, er en liten skandale
573548	N3530	pluss	magasin	Dess flere detaljbilder av helt meningsløse gjenstander, dess mer oppussing må trolig til
573554	N3531	pluss	okonomi	I morgen legges denne butikken på Tiller ned
573722	N3532	No category	No subcategory	Krakk med betongsete
574378	N3535	tema	villeveier	Tempo - det ledende merket
574393	N3536	100sport	andreidretter	Per Jørgensen sier opp i protest
574563	N3537	trondheim_nyheter	No subcategory	Dette bildet er tatt i ti minusgrader
574580	N3538	pluss	nyheter	Har bare holdt stengt to uker på 46 år
574846	N3539	innenriks_nyheter	No subcategory	Høyre-topper i ulvekrangel på Facebook: «En statsråd med total mangel på enhver fingerspitzengefühl»
574875	N3540	pluss	nyheter	Elev slo alarm om nakenbilder
574965	N3541	pluss	kultur	En oversett oversikt
574995	N3542	okonomi_nyheter	No subcategory	Bygger ny fabrikk for å gjøre om avfall til drivstoff
575003	N3543	tema	arets tronder	I fjor var det Kåre - hvem er årets trønder?
576437	N3548	No category	No subcategory	Ekstremvær på Vestlandet stopper Hurtigruten
576931	N3550	No category	No subcategory	Pendler-Mjøen fra Melhus krever raskere tog til Steinkjer
